t,q,tau
11.556,-1.176820369,-7.638028841
11.56,-1.19471637,-6.091142216
11.564,-1.21272574,-4.588451534
11.568,-1.230799996,-3.126540531
11.572,-1.24889273,-1.685231461
11.576,-1.26696286,-0.330219157
11.58,-1.284973137,0.995248619
11.584,-1.302888761,2.303862068
11.588,-1.320611446,14.47249071
11.592,-1.338018585,17.60568674
11.596,-1.355064,18.34363703
11.6,-1.371708685,18.44286646
11.604,-1.387842114,18.77343448
11.608,-1.403514903,9.606178588
11.612,-1.418835239,9.54403934
11.616,-1.433839752,10.03508208
11.62,-1.448535394,10.93817565
11.624,-1.462912483,12.13498114
11.628,-1.476956728,12.76148331
11.632,-1.490660632,12.57774989
11.636,-1.504021433,12.33611359
11.64,-1.517034544,12.11182073
11.644,-1.529692833,11.92696701
11.648,-1.541987153,11.77694805
11.652,-1.553906867,11.64724119
11.656,-1.565440777,11.5274247
11.66,-1.576578861,11.2282
11.664,-1.587315574,10.42565709
11.668,-1.597649861,9.511855585
11.672,-1.607581769,8.581997274
11.676,-1.617111101,7.670340468
11.68,-1.626236927,6.797141444
11.684,-1.634957458,5.965313701
11.688,-1.64327005,5.173432255
11.692,-1.651171289,4.414771938
11.696,-1.65865708,3.674851901
11.7,-1.66572272,2.961473405
11.704,-1.672363002,2.272045071
11.708,-1.678572322,1.604202757
11.712,-1.684344786,0.955754055
11.716,-1.689674274,0.325258123
11.72,-1.694554539,-0.288457761
11.724,-1.698979347,-0.886542968
11.728,-1.702942543,-1.47029093
11.732,-1.706438109,-2.041036201
11.736,-1.709460221,-2.60022451
11.74,-1.712003315,-3.149369955
11.744,-1.71406213,-3.689531377
11.748,-1.715631761,-4.221372456
11.752,-1.716707738,-4.746000929
11.756,-1.717286104,-5.264269574
11.76,-1.717363476,-5.776930854
11.764,-1.716937084,-6.284710902
11.768,-1.716004824,-6.788273008
11.772,-1.714551795,-4.826174407
11.776,-1.712551264,-3.455940418
11.78,-1.709984735,-2.887194576
11.784,-1.70684417,-3.205014728
11.788,-1.703132842,-4.442561917
11.792,-1.698865636,-6.591854537
11.796,-1.694068803,-9.604724852
11.8,-1.688774849,-12.5855526
11.804,-1.683005318,-13.30325477
11.808,-1.676767898,-13.79472308
11.812,-1.6700692,-14.18926503
11.816,-1.662916017,-14.56461085
11.82,-1.655315741,-14.93433808
11.824,-1.647276387,-15.30293052
11.828,-1.638806508,-15.67016159
11.832,-1.629915104,-16.03529512
11.836,-1.620611597,-16.39831083
11.84,-1.610905826,-16.76041357
11.844,-1.600807993,-17.12086473
11.848,-1.590328629,-17.48034781
11.852,-1.579478573,-17.83882901
11.856,-1.568268931,-18.19669342
11.86,-1.556711037,-18.55450863
11.864,-1.54481643,-18.91272487
11.868,-1.532596829,-19.27205742
11.872,-1.520064102,-19.6330769
11.876,-1.507230258,-19.99592808
11.88,-1.494107399,-20.36018765
11.884,-1.480707661,-20.72911004
11.888,-1.467043165,-21.09809771
11.892,-1.453125965,-21.47123498
11.896,-1.438968045,-21.84694862
11.9,-1.424577473,-24.35928033
11.904,-1.40995719,-26.52731396
11.908,-1.395110688,-27.94573012
11.912,-1.380045108,-28.55446499
11.916,-1.364777511,-28.12923969
11.92,-1.349338485,-26.78229202
11.924,-1.333766397,-24.50831146
11.928,-1.318102282,-22.21304623
11.932,-1.30238416,-22.20964805
11.936,-1.28664469,-22.34297884
11.94,-1.270914025,-22.54200221
11.944,-1.255221701,-22.74442058
11.948,-1.239597466,-22.94569466
11.952,-1.224071569,-23.144437
11.956,-1.208674835,-23.34100929
11.96,-1.193438665,-23.53617343
11.964,-1.178395047,-23.73158934
11.968,-1.163576604,-23.92876103
11.972,-1.149016665,-24.12947146
11.976,-1.134749351,-24.33546389
11.98,-1.120809653,-24.54826095
11.984,-1.107233498,-24.76912316
11.988,-1.094057773,-24.99906964
11.992,-1.081320332,-25.23898827
11.996,-1.069059947,-25.48967322
12,-1.057316239,-25.75188927
12.004,-1.046129583,-26.02643349
12.008,-1.035540984,-26.31409228
12.012,-1.02559193,-26.6156368
12.016,-1.016324219,-26.93176445
12.02,-1.007779769,-27.26307803
12.024,-1.000000385,-27.61007344
12.028,-0.993027506,-27.97310254
12.032,-0.986901886,-28.35296942
12.036,-0.981663293,-28.74839301
12.04,-0.977350193,-29.16009117
12.044,-0.973999345,-29.58797997
12.048,-0.971645852,-29.27893395
12.052,-0.970322559,-29.08365415
12.056,-0.970058866,-29.15449747
12.06,-0.970276431,-2.619365282
12.064,-0.970245314,-1.384636655
12.068,-0.969875027,-1.119975833
12.072,-0.970898722,-1.105878461
12.076,-0.975286045,-0.880994154
12.08,-0.981226664,-1.079068027
12.084,-0.987122003,-1.483460495
12.088,-0.992606819,-1.406241846
12.092,-0.997769574,-0.601887609
12.096,-1.002725873,0.719423269
12.1,-1.007572996,2.228938191
12.104,-1.012352317,3.84104808
12.108,-1.017053844,5.56063952
12.112,-1.021630173,7.424425697
12.116,-1.026022089,9.312865575
12.12,-1.030220953,11.26579841
12.124,-1.034452014,13.27980296
12.128,-1.038892142,15.3476626
12.132,-1.043509402,17.3213102
12.136,-1.048160224,19.15075845
12.14,-1.052766736,20.84995534
12.144,-1.057306306,22.51668721
12.148,-1.061785532,24.18756179
12.152,-1.066219305,25.7709257
12.156,-1.070618221,27.30491061
12.16,-1.074984187,28.83184962
12.164,-1.079312338,30.3877418
12.168,-1.083595477,32.00525747
12.172,-1.08782789,33.71174563
12.176,-1.092006937,35.52742802
12.18,-1.096132581,37.46020429
12.184,-1.100205941,39.50846205
12.188,-1.104227818,41.68486266
12.192,-1.108198065,43.98467979
12.196,-1.112115742,46.39470866
12.2,-1.115979597,48.85290088
12.204,-1.119788327,51.37218569
12.208,-1.123540787,53.94881376
12.212,-1.127236198,56.55598723
12.216,-1.130874257,59.10881635
12.22,-1.134454863,61.54947808
12.224,-1.137978319,63.97960678
12.228,-1.141445487,66.39041736
12.232,-1.144857064,68.78391044
12.236,-1.148213279,71.15180438
12.24,-1.151513704,73.67054588
12.244,-1.154757578,76.15809446
12.248,-1.157943772,78.60555928
12.252,-1.161070948,81.04141665
12.256,-1.164137782,83.48759754
12.26,-1.167143179,85.97198892
12.264,-1.170086447,88.51662288
12.268,-1.172967551,91.13154187
12.272,-1.175786941,93.78989316
12.276,-1.178544966,96.38486815
12.28,-1.181241759,99.2509095
12.284,-1.183878054,102.3385217
12.288,-1.186455365,105.4525715
12.292,-1.188975132,108.6304093
12.296,-1.191439954,111.5588789
12.3,-1.193852067,114.9419076
12.304,-1.195890384,142.4087073
12.308,-1.1978305,120.5400559
12.312,-1.200066107,107.9108987
12.316,-1.202206324,127.6697039
12.32,-1.204151709,131.9913581
12.324,-1.206081715,135.5572552
12.328,-1.207993787,146.0509127
12.332,-1.209798848,157.3437872
12.336,-1.211425866,165.1231554
12.34,-1.212921242,161.7304488
12.344,-1.214407629,150.5564021
12.348,-1.216034587,138.1635924
12.352,-1.217709731,126.5354713
12.356,-1.21923247,116.9776884
12.36,-1.220541336,119.3216986
12.364,-1.221650812,126.5129093
12.368,-1.222559454,138.3973028
12.372,-1.222941676,139.5746819
12.376,-1.222674036,139.5666915
12.38,-1.221811147,138.7956527
12.384,-1.220557129,138.0162332
12.388,-1.219178455,137.0049555
12.392,-1.217930461,135.3830132
12.396,-1.216702933,133.0971718
12.4,-1.215428506,130.8077548
12.404,-1.214246457,128.2917839
12.408,-1.213502249,125.6492158
12.412,-1.212889423,122.7495443
12.416,-1.212290468,119.7365159
12.42,-1.212011943,97.07521332
12.424,-1.21204157,92.58756662
12.428,-1.21201906,91.10566368
12.432,-1.21179963,89.73874474
12.436,-1.211385851,91.72059063
12.44,-1.210661969,102.7021091
12.444,-1.209805114,100.0850879
12.448,-1.20902942,98.11076017
12.452,-1.208220841,96.29303992
12.456,-1.207250164,94.47915596
12.46,-1.206112366,92.83663159
12.464,-1.204925721,91.34624549
12.468,-1.203986574,90.7803873
12.472,-1.203198878,91.12864552
12.476,-1.202492774,91.26618025
12.48,-1.201861911,91.47646515
12.484,-1.201304552,91.76939752
12.488,-1.20080688,92.15433545
12.492,-1.200350329,92.66661336
12.496,-1.199922924,93.33172888
12.5,-1.199522365,94.16485055
12.504,-1.199146384,95.50922736
12.508,-1.198803807,96.90224993
12.512,-1.198513947,98.3108069
12.516,-1.198288666,99.7104978
12.52,-1.198126501,101.102395
12.524,-1.198016148,102.5024092
12.528,-1.197942507,103.9333274
12.532,-1.197891521,105.4286635
12.536,-1.197852807,107.0514426
12.54,-1.197822187,108.786042
12.544,-1.197801862,110.6282465
12.548,-1.197798597,112.563753
12.552,-1.197821921,114.5826673
12.556,-1.197882138,116.6739127
12.56,-1.197988209,118.8069653
12.564,-1.198146387,120.9875662
12.568,-1.198359595,123.2032924
12.572,-1.19862735,125.4374654
12.576,-1.198945981,127.7028152
12.58,-1.199309636,130.0092441
12.584,-1.199711889,132.3613293
12.588,-1.200146981,134.7485252
12.592,-1.200610337,137.1389711
12.596,-1.201098982,139.5346394
12.6,-1.201610594,141.9325695
12.604,-1.202141996,144.3236285
12.608,-1.202688534,146.6174635
12.612,-1.20324741,146.3428922
12.616,-1.203813278,146.7671764
12.62,-1.20437846,148.0150472
12.624,-1.204933207,150.1815663
12.628,-1.205466013,153.3177788
12.632,-1.205966908,157.4082481
12.636,-1.206430847,162.4721863
12.64,-1.206861264,166.6203753
12.644,-1.207269572,168.9741818
12.648,-1.207669476,170.9847206
12.652,-1.20807101,172.7563441
12.656,-1.20847509,174.3306696
12.66,-1.208874339,175.7842292
12.664,-1.209257678,177.1650348
12.668,-1.209614811,178.5078411
12.672,-1.209938765,179.7989941
12.676,-1.210226014,181.0577033
12.68,-1.210475316,182.2720897
12.684,-1.210686448,183.476396
12.688,-1.210858929,184.6531771
12.692,-1.210991542,185.7880572
12.696,-1.211082347,186.8735215
12.7,-1.211128633,187.9070252
12.704,-1.211127095,188.8903624
12.708,-1.211074308,189.8289177
12.712,-1.210967442,190.7285083
12.716,-1.210804048,191.5657697
12.72,-1.210582322,192.3326611
12.724,-1.210301445,193.0156994
12.728,-1.209962172,193.711838
12.732,-1.20956514,194.417243
12.736,-1.209109852,195.123822
12.74,-1.208589978,199.0343392
12.744,-1.20799935,203.0395796
12.748,-1.207334791,206.1365946
12.752,-1.206595098,207.8062584
12.756,-1.205787484,206.9732983
12.76,-1.204924998,203.9608646
12.764,-1.204008413,198.0978821
12.768,-1.203037417,191.1236966
12.772,-1.202025337,188.3005903
12.776,-1.200972081,186.4453351
12.78,-1.199865492,184.9440608
12.784,-1.19870009,183.6093791
12.788,-1.197477356,182.4026647
12.792,-1.196202234,181.2843395
12.796,-1.194881857,180.2117526
12.8,-1.193525049,179.1402391
12.804,-1.192140764,178.0401553
12.808,-1.19073584,176.8954478
12.812,-1.189313644,175.7010559
12.816,-1.187874458,174.4635965
12.82,-1.186416884,173.1974085
12.824,-1.184939177,171.9186052
12.828,-1.183440027,170.6402355
12.832,-1.181918879,169.3702457
12.836,-1.180376083,168.1067679
12.84,-1.178812969,166.8497714
12.844,-1.17723172,165.5960762
12.848,-1.175635033,164.3419715
12.852,-1.174025707,163.085409
12.856,-1.172406259,161.8272672
12.86,-1.170778686,160.5718712
12.864,-1.169144417,159.3263992
12.868,-1.167504439,158.1302801
12.872,-1.165859294,156.9441035
12.876,-1.164209335,155.7898699
12.88,-1.162555019,154.6885708
12.884,-1.160896957,153.6514392
12.888,-1.159234716,151.9489122
12.892,-1.157572896,150.3963379
12.896,-1.15591651,149.2221386
12.9,-1.154541219,134.5205522
12.904,-1.153039517,142.0685048
12.908,-1.151154951,141.8363719
12.912,-1.149159524,141.3530699
12.916,-1.147239325,140.7551689
12.92,-1.145411248,138.0289486
12.924,-1.14367603,129.634148
12.928,-1.141973231,125.8949955
12.932,-1.14021544,124.3145705
12.936,-1.13836883,123.0909599
12.94,-1.136418701,122.1141982
12.944,-1.134350095,121.0347288
12.948,-1.132152821,120.0350722
12.952,-1.129831585,118.8380487
12.956,-1.127406929,117.3647348
12.96,-1.124904881,115.8446298
12.964,-1.122350267,114.3611434
12.968,-1.119760947,112.9759801
12.972,-1.117145224,111.5223989
12.976,-1.114505032,109.4683782
12.98,-1.111836145,107.131652
12.984,-1.109127157,104.7682253
12.988,-1.10636509,102.408953
12.992,-1.103539044,100.1499922
12.996,-1.100642119,97.99690454
13,-1.097671652,95.93201952
13.004,-1.094628314,93.9335818
13.008,-1.091514936,91.97251043
13.012,-1.088335371,90.01385581
13.016,-1.085093406,88.02104416
13.02,-1.081791845,85.96293521
13.024,-1.078432009,83.83386465
13.028,-1.075013887,81.6727572
13.032,-1.071536591,79.41359111
13.036,-1.067998941,77.07458369
13.04,-1.064400084,74.67727995
13.044,-1.060739957,72.24288344
13.048,-1.057019459,69.78879552
13.052,-1.053240325,67.32720424
13.056,-1.04940487,65.00375338
13.06,-1.045515253,62.73553353
13.064,-1.041573058,60.46839118
13.068,-1.037579503,58.20588746
13.072,-1.033535676,55.94738116
13.076,-1.029442324,53.60747029
13.08,-1.025299947,51.19167414
13.084,-1.021109357,48.78137737
13.088,-1.016871368,46.39654413
13.092,-1.012587049,44.02018973
13.096,-1.008258079,41.64216909
13.1,-1.003886555,39.2555708
13.104,-0.999474846,36.83656265
13.108,-0.995025486,34.37172032
13.112,-0.990541336,31.89396763
13.116,-0.986026129,29.43799731
13.12,-0.981483565,26.77260657
13.124,-0.976915904,24.08497477
13.128,-0.972325097,21.38315561
13.132,-0.967713576,18.66675601
13.136,-0.963083362,15.92293999
13.14,-0.958436993,12.83600879
13.144,-0.954325787,-22.96615506
13.148,-0.951298112,-25.39142659
13.152,-0.949586821,-25.54338329
13.156,-0.949163928,-24.58943037
13.16,-0.949886207,-33.78306082
13.164,-0.951877494,-33.76827494
13.168,-0.955233809,-38.35279828
13.172,-0.960051502,-43.3696272
13.176,-0.966392814,-46.36079917
13.18,-0.974262035,-43.83685216
13.184,-0.983597268,-35.52743981
13.188,-0.994279774,-26.32032104
13.192,-1.006143095,-16.49689535
13.196,-1.018973569,-6.491717057
13.2,-1.032593838,-6.608415476
13.204,-1.046917345,-10.00002753
13.208,-1.061886967,-15.4400159
13.212,-1.07744576,-16.42564805
13.216,-1.093526516,-15.21319088
13.22,-1.110059727,-13.66443703
13.224,-1.126982346,-12.03679818
13.228,-1.14423284,-10.44569636
13.232,-1.161751519,-8.847438443
13.236,-1.179481526,-7.292959912
13.24,-1.197369139,-5.776969599
13.244,-1.215364519,-4.301317255
13.248,-1.233420396,-2.865150781
13.252,-1.251490812,-1.449350728
13.256,-1.269535243,-0.120346582
13.26,-1.287517087,1.180809351
13.264,-1.305369704,7.916328234
13.268,-1.322981225,15.75682601
13.272,-1.340265739,17.73099956
13.276,-1.357187301,17.98835139
13.28,-1.373639982,18.3814837
13.284,-1.389649232,8.612631011
13.288,-1.405327235,8.576165624
13.292,-1.420712625,9.018535451
13.296,-1.435812657,9.893602617
13.3,-1.450617309,11.07355359
13.304,-1.465106833,12.43122417
13.308,-1.479260824,13.14343208
13.312,-1.493067856,13.00978819
13.316,-1.506522451,12.79193198
13.32,-1.519618161,12.57244924
13.324,-1.532346811,12.38348824
13.328,-1.544698678,12.21702378
13.332,-1.556663531,12.0644133
13.336,-1.568231069,11.91491075
13.34,-1.579392031,11.60688957
13.344,-1.590141516,10.78616526
13.348,-1.600479174,9.835073987
13.352,-1.61040575,8.864244756
13.356,-1.61992175,7.921877571
13.36,-1.629026948,7.021352595
13.364,-1.63772025,6.164229064
13.368,-1.645999665,5.347902963
13.372,-1.65386238,4.570376761
13.376,-1.661304873,3.810232499
13.38,-1.668322984,3.077943502
13.384,-1.674912007,2.37078427
13.388,-1.681066804,1.686291737
13.392,-1.68678191,1.022084921
13.396,-1.692051633,0.376067724
13.4,-1.696870115,-0.252572586
13.404,-1.701231441,-0.864504876
13.408,-1.705129774,-1.461015078
13.412,-1.708559404,-2.043131811
13.416,-1.711514798,-2.612112315
13.42,-1.713990658,-3.169406519
13.424,-1.715981974,-3.716612059
13.428,-1.717484094,-4.255139875
13.432,-1.718492761,-4.785486067
13.436,-1.719004194,-5.308848998
13.44,-1.719015163,-5.82604102
13.444,-1.718523048,-6.337745365
13.448,-1.717524293,-6.555657839
13.452,-1.71600257,-4.651893893
13.456,-1.713932369,-3.435846761
13.46,-1.711297141,-3.032811036
13.464,-1.708090929,-3.520529267
13.468,-1.704319115,-4.92388533
13.472,-1.699998622,-7.227076494
13.476,-1.695157538,-10.37443698
13.48,-1.689825568,-12.63888156
13.484,-1.684019684,-13.29346136
13.488,-1.677747073,-13.75877139
13.492,-1.671014223,-14.15150054
13.496,-1.66382794,-14.528315
13.5,-1.656195648,-14.90103316
13.504,-1.648125379,-15.27227684
13.508,-1.639625678,-15.6416248
13.512,-1.630705524,-16.0084458
13.516,-1.621374327,-16.37297789
13.52,-1.611641902,-16.73622388
13.524,-1.601518427,-17.09801088
13.528,-1.591014412,-17.45852946
13.532,-1.580140668,-17.81792517
13.536,-1.56890827,-18.17666991
13.54,-1.557328529,-18.53536154
13.544,-1.545412959,-18.89450511
13.548,-1.533173261,-19.25470203
13.552,-1.520621295,-19.61677725
13.556,-1.507769067,-19.98005654
13.56,-1.494628661,-20.34596571
13.564,-1.481212196,-20.71485346
13.568,-1.467531768,-21.08532744
13.572,-1.453599417,-21.45942438
13.576,-1.4394271,-21.83574225
13.58,-1.425022708,-24.43104516
13.584,-1.410388975,-26.58248758
13.588,-1.395529395,-27.98627572
13.592,-1.380451174,-28.58014746
13.596,-1.365171466,-28.1394856
13.6,-1.349720942,-26.77757619
13.604,-1.334138027,-24.48897359
13.608,-1.318463791,-22.18332505
13.612,-1.302736258,-22.17987098
13.616,-1.286988064,-22.31396281
13.62,-1.271249329,-22.51410877
13.624,-1.255549555,-22.7177019
13.628,-1.239918459,-22.92015683
13.632,-1.224386264,-23.12006474
13.636,-1.20898377,-23.31782832
13.64,-1.193742354,-23.51405504
13.644,-1.178693981,-23.71053171
13.648,-1.163871253,-23.90875756
13.652,-1.149307474,-24.11048709
13.656,-1.135036742,-24.31746439
13.66,-1.121094025,-24.53120722
13.664,-1.107515225,-24.75296949
13.668,-1.094337209,-24.98377895
13.672,-1.081597807,-25.22450354
13.676,-1.069335767,-25.4759423
13.68,-1.057590688,-25.73884909
13.684,-1.046402921,-26.01402336
13.688,-1.035813442,-26.30225199
13.692,-1.025863713,-26.60430232
13.696,-1.016595503,-26.92089581
13.7,-1.008050697,-27.25262951
13.704,-1.000271071,-27.59999454
13.708,-0.99329803,-27.96334585
13.712,-0.987172305,-28.34326664
13.716,-0.981933634,-28.73920859
13.72,-0.977620438,-29.15106841
13.724,-0.974269446,-29.57906709
13.728,-0.971915729,-29.26960934
13.732,-0.970592108,-29.07459139
13.736,-0.970327957,-29.14565513
13.74,-0.970545074,-2.620650625
13.744,-0.970513713,-1.386147489
13.748,-0.970133613,-1.121058543
13.752,-0.970393636,-1.105480805
13.756,-0.974133013,-0.884658456
13.76,-0.979936569,-1.006614642
13.764,-0.985928224,-1.226292611
13.768,-0.991483834,-1.063984576
13.772,-0.996670971,-0.482443513
13.776,-1.001617996,0.806681012
13.78,-1.006440771,2.322091112
13.784,-1.011197874,3.946724042
13.788,-1.015888646,5.668592626
13.792,-1.020469708,7.532531423
13.796,-1.024878848,9.43625077
13.8,-1.029070892,11.37998543
13.804,-1.033355072,13.37749721
13.808,-1.037902064,15.40733022
13.812,-1.042555489,17.31594126
13.816,-1.047206355,19.06925952
13.82,-1.051804187,20.72073317
13.824,-1.05634013,22.35777592
13.828,-1.060822813,24.01137357
13.832,-1.065263592,25.59190087
13.836,-1.069669021,27.13770226
13.84,-1.074038974,28.69004985
13.844,-1.078368824,30.28269384
13.848,-1.082652896,31.94506628
13.852,-1.086887085,33.70053536
13.856,-1.091069705,35.56512543
13.86,-1.095200877,37.54305907
13.864,-1.099281317,39.6299683
13.868,-1.103311346,41.76532426
13.872,-1.107290359,44.00248545
13.876,-1.111217104,46.34659088
13.88,-1.115090116,48.78090205
13.884,-1.118908047,51.28493954
13.888,-1.122669836,53.83767482
13.892,-1.126374785,56.39670086
13.896,-1.130022594,58.79450683
13.9,-1.133613286,61.18870653
13.904,-1.137147388,63.57307091
13.908,-1.140625456,65.93875704
13.912,-1.144047681,68.29113767
13.916,-1.147413813,70.66299581
13.92,-1.150723222,73.16767255
13.924,-1.1539752,75.65218262
13.928,-1.157168892,78.10890176
13.932,-1.160303341,80.56549631
13.936,-1.163377609,83.04242856
13.94,-1.166391117,85.56076124
13.944,-1.169343499,88.15300233
13.948,-1.172234499,90.81138008
13.952,-1.175064331,93.50135226
13.956,-1.177833284,96.11174231
13.96,-1.180541722,98.9487366
13.964,-1.18319007,102.067178
13.968,-1.185779422,105.1956415
13.972,-1.188311007,108.3940404
13.976,-1.190787619,111.4892424
13.98,-1.193211702,114.8882711
13.984,-1.195261623,142.2927988
13.988,-1.197211798,120.4601726
13.992,-1.199456019,107.8222643
13.996,-1.201906937,100.8136382
14,-1.204062993,129.1443396
14.004,-1.205946574,132.7006004
14.008,-1.207840846,143.2848562
14.012,-1.20968318,155.1822326
14.016,-1.211326234,163.532163
14.02,-1.212794351,162.3465914
14.024,-1.214230923,151.3499441
14.028,-1.215815937,138.476649
14.032,-1.217535463,126.4375683
14.036,-1.219189293,116.9456178
14.04,-1.22070305,118.956508
14.044,-1.222060681,124.9651482
14.048,-1.223105644,136.2585038
14.052,-1.223619496,140.544126
14.056,-1.223503356,140.9230197
14.06,-1.222846057,140.5531085
14.064,-1.221832292,139.826417
14.068,-1.220637343,138.737002
14.072,-1.219380937,137.1199581
14.076,-1.218132734,134.9023508
14.08,-1.216942411,132.36534
14.084,-1.216199698,129.8509486
14.088,-1.215684533,127.058995
14.092,-1.215178899,123.7691339
14.096,-1.214666205,120.5718958
14.1,-1.21415096,117.4829933
14.104,-1.213932187,95.97613461
14.108,-1.213912575,91.92379521
14.112,-1.213647908,90.70824254
14.116,-1.213080132,89.95335707
14.12,-1.212131244,101.6914465
14.124,-1.2109644,101.8198208
14.128,-1.209901389,99.61208071
14.132,-1.209039526,97.66234378
14.136,-1.208275848,95.61392218
14.14,-1.207493983,93.54485097
14.144,-1.206720407,91.58016393
14.148,-1.206003048,90.68011959
14.152,-1.205352081,90.78574258
14.156,-1.204750517,90.96284543
14.16,-1.204173715,91.27816012
14.164,-1.203604244,91.74265146
14.168,-1.203040255,92.33067116
14.172,-1.202492726,93.02460905
14.176,-1.201978445,93.80044784
14.18,-1.201512408,94.68642513
14.184,-1.201095356,96.00601518
14.188,-1.200728792,97.29042476
14.192,-1.200419809,98.56449223
14.196,-1.200167848,99.82607001
14.2,-1.199963114,101.0978801
14.204,-1.199792065,102.4308761
14.208,-1.199643,103.879737
14.212,-1.199509996,105.417839
14.216,-1.199393267,107.0521954
14.22,-1.199297469,108.7946256
14.224,-1.199229975,110.6438955
14.228,-1.199199112,112.5767845
14.232,-1.199212554,114.5801346
14.236,-1.199275938,116.6500289
14.24,-1.199392193,118.7546165
14.244,-1.199561804,120.8670389
14.248,-1.199783177,123.0164875
14.252,-1.200052715,125.2181251
14.256,-1.200365432,127.4776508
14.26,-1.200716054,129.7961434
14.264,-1.201099875,132.1703439
14.268,-1.201513077,134.5879108
14.272,-1.20195233,137.0068169
14.276,-1.202414651,139.4202245
14.28,-1.20289693,141.8290158
14.284,-1.203395054,144.2260142
14.288,-1.203904059,146.3275836
14.292,-1.204421413,146.0801675
14.296,-1.204943182,146.542415
14.3,-1.205464059,147.8393853
14.304,-1.205977074,150.0568014
14.308,-1.206473296,153.2261664
14.312,-1.206944814,157.3617197
14.316,-1.207387361,162.4833183
14.32,-1.207803914,166.6604865
14.324,-1.208204758,169.0195458
14.328,-1.208601883,171.0301879
14.332,-1.209003058,172.7978332
14.336,-1.209407166,174.3753632
14.34,-1.209805272,175.8342063
14.344,-1.210185419,177.2105413
14.348,-1.210537043,178.5641154
14.352,-1.21085322,179.865614
14.356,-1.21113053,181.12462
14.36,-1.211367728,182.3693972
14.364,-1.211564402,183.5980453
14.368,-1.211720114,184.7925042
14.372,-1.211834051,185.9412962
14.376,-1.211904892,187.0380696
14.38,-1.211930749,188.0811777
14.384,-1.211909407,189.0690352
14.388,-1.211838513,190.0117136
14.392,-1.21171593,190.9345135
14.396,-1.211539404,191.7493149
14.4,-1.211307965,192.5491473
14.404,-1.211021008,193.2723354
14.408,-1.210678192,193.9632106
14.412,-1.210279421,194.6606281
14.416,-1.209823855,195.3611075
14.42,-1.209304815,199.1349241
14.424,-1.208715437,203.1340731
14.428,-1.208051744,206.2480625
14.432,-1.207312905,208.0051173
14.436,-1.206504293,207.2590693
14.44,-1.205638459,204.2795069
14.444,-1.20471775,198.444241
14.448,-1.203743002,191.5211132
14.452,-1.202727379,188.7167008
14.456,-1.201670119,186.8705838
14.46,-1.200558932,185.3756326
14.464,-1.19938871,184.0474912
14.468,-1.19816147,182.848045
14.472,-1.196882609,181.7374424
14.476,-1.195559525,180.670272
14.48,-1.194201169,179.6053143
14.484,-1.192816466,178.5144468
14.488,-1.191412006,177.377767
14.492,-1.189990821,176.1905468
14.496,-1.188552871,174.9596785
14.5,-1.18709649,173.6997298
14.504,-1.185619752,172.4272348
14.508,-1.184121278,171.1554414
14.512,-1.182600563,169.8917016
14.516,-1.181058079,168.6344726
14.52,-1.17949531,167.383935
14.524,-1.177914581,166.1368515
14.528,-1.176318714,164.8893812
14.532,-1.17471059,163.6393594
14.536,-1.173092766,162.3877203
14.54,-1.171467254,161.1384286
14.544,-1.169835471,159.8988384
14.548,-1.168198338,158.6789039
14.552,-1.166556474,157.5146985
14.556,-1.164910234,156.3813532
14.56,-1.16325987,155.2884469
14.564,-1.161605764,154.2580585
14.568,-1.159947386,152.5845484
14.572,-1.158289132,151.0362148
14.576,-1.156635956,149.8631115
14.58,-1.15526327,134.8751233
14.584,-1.153764703,142.4167242
14.588,-1.151884507,142.1733422
14.592,-1.149896522,141.6858868
14.596,-1.147984559,141.0834974
14.6,-1.146167137,138.0673342
14.604,-1.144443732,129.4234982
14.608,-1.142749022,125.9878758
14.612,-1.140997371,124.4393918
14.616,-1.139157864,123.2167304
14.62,-1.137215044,122.2339306
14.624,-1.135152641,121.1338944
14.628,-1.132960077,120.1287217
14.632,-1.130642493,118.9273136
14.636,-1.128221205,117.4488902
14.64,-1.125722892,115.926372
14.644,-1.123172825,114.4455316
14.648,-1.120590368,113.0689152
14.652,-1.117981644,111.6296013
14.656,-1.115349262,109.4886695
14.66,-1.112688689,107.1709591
14.664,-1.109987891,104.8441755
14.668,-1.10723404,102.5139388
14.672,-1.104416315,100.2782337
14.676,-1.101527813,98.14173925
14.68,-1.098565897,96.08833503
14.684,-1.095531321,94.09668859
14.688,-1.092427051,92.13691676
14.692,-1.089257068,90.17319893
14.696,-1.086025212,88.16912909
14.7,-1.082734086,86.17766175
14.704,-1.079384695,84.09698387
14.708,-1.075976922,81.9109244
14.712,-1.072509925,79.63012289
14.716,-1.068982564,77.27364002
14.72,-1.065394004,74.86411727
14.724,-1.061744196,72.42286746
14.728,-1.058034057,69.96671486
14.732,-1.05426537,67.52107796
14.736,-1.050440513,65.2534926
14.74,-1.04656141,62.98895155
14.744,-1.04262952,60.72876142
14.748,-1.038646206,58.47480837
14.752,-1.034612691,56.22653157
14.756,-1.03052978,53.8785059
14.76,-1.02639803,51.47356728
14.764,-1.022218224,49.07324814
14.768,-1.017991064,46.69582709
14.772,-1.013717555,44.32399007
14.776,-1.009399301,41.93794871
14.78,-1.005038297,39.51711671
14.784,-1.00063726,37.07269256
14.788,-0.996199306,34.60158356
14.792,-0.991727401,32.11117499
14.796,-0.987225012,29.69590524
14.8,-0.982695071,27.16496774
