t,q_ll4_kne_pit,tau_ll4_kne_pit,q,tau
6.776,-1.2648332,58.34226666,-1.670893497,-5.219458235
6.78,-1.266202339,58.3947076,-1.673571994,-5.261303502
6.784,-1.267503582,58.46498169,-1.675975993,-5.300780697
6.788,-1.268746654,58.53098982,-1.678106993,-5.336460146
6.792,-1.269935625,58.5766319,-1.679966544,-5.367269496
6.796,-1.271070229,58.5938198,-1.681556263,-5.393525393
6.8,-1.272147869,58.58944483,-1.682877783,-5.415285116
6.804,-1.273165201,58.57110315,-1.68393266,-5.432483867
6.808,-1.274119225,58.55155753,-1.684722273,-5.445248087
6.812,-1.27500772,58.53736733,-1.685247769,-5.453354562
6.816,-1.275829073,58.53200228,-1.685510022,-5.457001311
6.82,-1.276581732,58.54378021,-1.685509643,-5.457815049
6.824,-1.277263898,58.57123053,-1.685246983,-5.455710978
6.828,-1.277874469,58.46570075,-1.684721045,-5.350606321
6.832,-1.278416695,58.14911203,-1.683923182,-4.840680825
6.836,-1.278885752,58.33893272,-1.682838933,-4.523833797
6.84,-1.279268979,58.72139551,-1.681457115,-4.353104885
6.844,-1.27955711,59.16669413,-1.679771489,-4.352547737
6.848,-1.279745653,59.59447214,-1.677781965,-4.531870306
6.852,-1.279833061,59.9518766,-1.675495348,-4.890869151
6.856,-1.279819425,60.20020342,-1.672925605,-5.420282656
6.86,-1.279711113,59.79962677,-1.670088571,-5.650296021
6.864,-1.279519568,59.24321122,-1.666993425,-5.699793772
6.868,-1.279250658,58.90383949,-1.663643142,-5.695932532
6.872,-1.278904373,58.72255434,-1.660038603,-5.671545952
6.876,-1.278481606,58.65556125,-1.656179265,-5.638480121
6.88,-1.277985495,58.67271127,-1.652063623,-5.601334774
6.884,-1.27742007,58.75382705,-1.647689517,-5.56178554
6.888,-1.276788758,58.88206097,-1.643054337,-5.51984626
6.892,-1.276093619,59.01163215,-1.638155137,-5.47324048
6.896,-1.275335513,59.09216549,-1.632988742,-5.421425545
6.9,-1.274514686,59.1648928,-1.62755188,-5.367315457
6.904,-1.27362783,59.32934683,-1.621844593,-5.511933125
6.908,-1.272672895,59.3704478,-1.615872154,-5.728033738
6.912,-1.271651843,59.28579361,-1.609642288,-5.963430621
6.916,-1.270566897,59.11610864,-1.603163943,-6.204933098
6.92,-1.269419064,58.89263429,-1.596446784,-6.447525456
6.924,-1.268208525,58.63732423,-1.589500873,-6.689200213
6.928,-1.266935315,58.36518392,-1.582336481,-6.929012007
6.932,-1.265599738,58.08589379,-1.574963971,-7.166481432
6.936,-1.264202548,57.80457164,-1.567393744,-7.401350918
6.94,-1.262745095,57.52273432,-1.559636209,-7.633608181
6.944,-1.261229472,57.24071107,-1.551701789,-7.863375018
6.948,-1.259658615,56.9589358,-1.543600923,-8.0907653
6.952,-1.258036312,56.67719834,-1.535344079,-8.315860613
6.956,-1.256367126,56.39485154,-1.526941765,-8.538721233
6.96,-1.25465621,56.110932,-1.518404556,-8.759388587
6.964,-1.252909028,55.82427171,-1.509743114,-8.977888771
6.968,-1.251131056,55.53358308,-1.500968223,-9.194194137
6.972,-1.24932749,55.2375764,-1.492090812,-9.408343308
6.976,-1.247503038,54.93554587,-1.483121983,-9.620380307
6.98,-1.245661792,54.62729143,-1.474073035,-9.830334775
6.984,-1.243807209,54.31287908,-1.46495547,-10.03825022
6.988,-1.241942197,53.9926975,-1.455781007,-10.24423797
6.992,-1.240069251,53.66751836,-1.446561579,-10.44835383
6.996,-1.238190629,53.3378802,-1.437309337,-10.65070121
7,-1.236308509,53.00433327,-1.428036643,-10.85142403
7.004,-1.234425117,52.66739984,-1.418756081,-11.05069391
7.008,-1.232542789,52.32746205,-1.409480456,-11.24870444
7.012,-1.230663995,51.98466919,-1.400222803,-11.44566372
7.016,-1.228791316,51.63895482,-1.3909964,-11.64178656
7.02,-1.226927413,51.28991864,-1.381814777,-11.83725592
7.024,-1.225075012,50.93608625,-1.372691731,-12.03222415
7.028,-1.223236887,50.57663512,-1.363641341,-12.22688927
7.032,-1.221415851,50.21097991,-1.354677985,-12.42142601
7.036,-1.219614778,49.83881133,-1.345816343,-12.61599144
7.04,-1.21783664,49.46008933,-1.337071403,-12.81072813
7.044,-1.216084534,49.07498968,-1.328458459,-13.00576982
7.048,-1.214361703,48.68382104,-1.319993107,-13.20124835
7.052,-1.212671521,48.28693669,-1.311691243,-13.39730099
7.056,-1.211017456,47.88466211,-1.303569053,-13.59407786
7.06,-1.209403008,47.47725307,-1.295643012,-13.79174812
7.064,-1.207831641,47.06488978,-1.287929875,-13.99050432
7.068,-1.206306711,46.64770253,-1.280446668,-14.19056416
7.072,-1.204831414,46.2258171,-1.273210684,-14.39216947
7.076,-1.20340876,45.7994042,-1.266239467,-14.59558232
7.08,-1.202041577,45.36871801,-1.259550801,-14.80107879
7.084,-1.200732563,44.93529645,-1.253162684,-15.00895577
7.088,-1.199487944,44.50839304,-1.247093122,-15.21956693
7.092,-1.198315532,44.07053166,-1.241360158,-15.43268841
7.096,-1.197472272,30.17676354,-1.235652912,0.878639947
7.1,-1.19680099,35.01774813,-1.229599633,1.222759885
7.104,-1.195927602,37.41272321,-1.223174058,1.344709657
7.108,-1.194942191,38.82039531,-1.216350119,1.406818846
7.112,-1.193988695,39.76485793,-1.209102446,1.663056114
7.116,-1.19310555,39.97687611,-1.201403248,2.515655606
7.12,-1.192298397,39.80724954,-1.19324506,3.498859466
7.124,-1.191364161,39.3743091,-1.188867938,4.558642346
7.128,-1.190318898,38.70538961,-1.188212716,5.729934272
7.132,-1.189342309,38.03958257,-1.188203893,4.452307288
7.136,-1.188441842,36.4067869,-1.187908339,2.31782655
7.14,-1.187581815,34.43272715,-1.18713508,1.942174777
7.144,-1.186731345,32.98332331,-1.185884462,2.326004592
7.148,-1.185874856,31.71422372,-1.184244326,3.374705653
7.152,-1.185003843,30.62673492,-1.182383434,4.631147753
7.156,-1.184103004,29.61913958,-1.180664474,5.92159499
7.16,-1.183155865,28.6455538,-1.179375534,7.098254762
7.164,-1.182170141,27.71122405,-1.178272909,7.934785979
7.168,-1.181152436,26.97051996,-1.177207875,8.476986303
7.172,-1.180108634,26.24809089,-1.176134035,9.2321779
7.176,-1.179045186,25.54651123,-1.175055753,10.19226052
7.18,-1.177966113,24.86784364,-1.173991116,11.19430822
7.184,-1.176872588,24.17777448,-1.172955001,12.20426239
7.188,-1.175764483,23.45673211,-1.171955403,13.20630651
7.192,-1.174641474,22.70075286,-1.170994869,14.18936564
7.196,-1.173503337,21.91837931,-1.170072643,15.14283169
7.2,-1.172349823,21.11189112,-1.16918615,16.07205584
7.204,-1.171180456,20.29078799,-1.168331911,16.97879945
7.208,-1.169994381,19.46290537,-1.167506196,17.86932256
7.212,-1.168865242,18.62600865,-1.166701611,18.76012115
7.216,-1.167947259,17.79895708,-1.165905719,19.64014763
7.22,-1.167208748,16.97007857,-1.16511531,20.47705629
7.224,-1.166514589,16.12466108,-1.164337634,21.24594724
7.228,-1.165821126,15.36376108,-1.163578414,21.88301593
7.232,-1.165126866,14.73323452,-1.162840677,22.43604702
7.236,-1.16443827,14.19244132,-1.162125223,22.94294462
7.24,-1.163757678,13.68615642,-1.161431469,23.44528827
7.244,-1.163083421,13.18461179,-1.160758332,23.96226583
7.248,-1.162413093,12.67507115,-1.160104832,24.5036562
7.252,-1.161746027,12.1484251,-1.15947003,25.07860139
7.256,-1.161083964,11.59516272,-1.158852813,25.69545601
7.26,-1.160430407,11.00132829,-1.158251826,26.36390339
7.264,-1.159789365,10.38245295,-1.157665664,27.06200934
7.268,-1.159165061,9.737333334,-1.157093156,27.78335598
7.272,-1.158574289,9.053685659,-1.156532559,28.53018901
7.276,-1.158032758,8.311705221,-1.155981927,29.31949563
7.28,-1.157548506,7.51384815,-1.155440075,30.13542897
7.284,-1.157108795,6.675554767,-1.154907878,30.9643159
7.288,-1.15668683,5.821842532,-1.154387744,31.78135803
7.292,-1.156257033,4.970297036,-1.153882099,32.5984398
7.296,-1.15580484,4.210793519,-1.153392911,33.33550432
7.3,-1.155325244,3.470530999,-1.152921227,34.06884983
7.304,-1.154819441,2.872557364,-1.152467104,34.68459895
7.308,-1.154291316,2.357090203,-1.152029853,35.24132777
7.312,-1.153744922,1.858991052,-1.151608626,35.79082444
7.316,-1.153186232,1.232984747,-1.151202812,36.47406211
7.32,-1.152644934,1.028608712,-1.150815482,36.76846904
7.324,-1.152102669,1.032168414,-1.15045222,36.8719674
7.328,-1.151574539,1.036299188,-1.15011027,36.98893227
7.332,-1.15111524,1.042258317,-1.149780056,37.08738795
7.336,-1.150692377,1.046431569,-1.149458628,37.26611194
7.34,-1.150297972,1.051364363,-1.149145337,37.36328469
7.344,-1.150280102,-18.35566056,-1.148469581,55.79396903
7.348,-1.150875721,-20.08373569,-1.147661608,47.37507808
7.352,-1.152118056,-20.47551456,-1.147180023,40.88017983
7.356,-1.154069542,-21.15171014,-1.146992191,37.45652975
7.36,-1.156774669,-21.09195194,-1.146963212,34.32663633
7.364,-1.160250093,-20.81208977,-1.147066863,31.82489947
7.368,-1.164484939,-20.29724955,-1.14740378,30.07590379
7.372,-1.169449384,-19.5133853,-1.148009994,28.87868891
7.376,-1.175094585,-18.45739913,-1.148872651,27.96691606
7.38,-1.181355408,-17.30141473,-1.14996257,27.67743644
7.384,-1.188162337,-16.93601193,-1.151258622,29.44161831
7.388,-1.195457176,-16.46341223,-1.152758654,31.18254817
7.392,-1.203197635,-16.08087416,-1.154408891,32.56981131
7.396,-1.211348861,-15.74042799,-1.156159917,33.70447589
7.4,-1.219879763,-15.43857597,-1.157973,34.8750924
7.404,-1.228760984,-15.15880015,-1.159828188,35.93366213
7.408,-1.237963926,-14.89156753,-1.16172135,36.93613431
7.412,-1.247460696,-14.63100347,-1.163657949,37.88511262
7.416,-1.257224236,-14.37385349,-1.165645524,38.7782928
7.42,-1.267228476,-14.11863775,-1.167688469,39.61571545
7.424,-1.277448432,-13.86472698,-1.169785781,40.39694347
7.428,-1.287860224,-13.61195379,-1.171931058,41.12373392
7.432,-1.298441053,-13.36054746,-1.174113678,41.80600804
7.436,-1.309169131,-13.110655,-1.176320272,42.45528158
7.44,-1.32002358,-12.86200748,-1.178535936,43.08141837
7.444,-1.330984304,-12.61372428,-1.180744994,43.69677651
7.448,-1.342031858,-12.36527374,-1.182931337,44.31750844
7.452,-1.353147384,-12.1154936,-1.185078622,44.93837457
7.456,-1.364312474,-11.86445412,-1.18717225,45.56705483
7.46,-1.375497979,-11.61244995,-1.189460201,46.21324772
7.464,-1.386674756,-11.3598565,-1.192181724,46.88430274
7.468,-1.397828157,-11.08172855,-1.195218667,47.41982097
7.472,-1.408952288,-10.82519469,-1.198326219,47.87381593
7.476,-1.420034221,-10.60170855,-1.201456794,48.30405548
7.48,-1.431056032,-10.38485455,-1.204699651,48.65743344
7.484,-1.442004125,-10.16730788,-1.208073332,48.94755814
7.488,-1.452872087,-9.946526761,-1.211461851,49.14009804
7.492,-1.463655388,-9.732713747,-1.21472191,49.3193732
7.496,-1.474347153,-9.520771632,-1.217773026,49.59176619
7.5,-1.484936494,-9.3013045,-1.220620766,49.99711607
7.504,-1.495405506,-9.065811421,-1.22342538,50.53417821
7.508,-1.505742775,-8.802392665,-1.226154963,51.13721758
7.512,-1.515932612,-8.527177691,-1.228866786,51.74635037
7.516,-1.525955352,-8.24500933,-1.231667661,52.42705842
7.52,-1.535799034,-7.938187922,-1.234485528,53.08014821
7.524,-1.545449808,-7.642307363,-1.237307816,53.64862169
7.528,-1.554893474,-7.345401135,-1.240142594,54.16052187
7.532,-1.564116586,-7.046235694,-1.242992302,54.60048804
7.536,-1.573106887,-6.745604165,-1.245847013,54.962192
7.54,-1.581853101,-6.444106804,-1.248689182,55.27332892
7.544,-1.590344419,-6.141828874,-1.251500785,55.57049192
7.548,-1.598570062,-5.838388759,-1.254267981,55.88636714
7.552,-1.606519001,-5.533108153,-1.256982427,56.24170162
7.556,-1.61417981,-5.225609527,-1.259640341,56.66048546
7.56,-1.621540656,-4.914245156,-1.262240892,57.11438326
7.564,-1.628591684,-4.738828858,-1.264782173,57.68760938
7.568,-1.635328814,-4.751732852,-1.26726054,58.235425
7.572,-1.641752876,-4.801062623,-1.269674434,58.57528128
7.576,-1.647866637,-4.865158662,-1.272023825,58.76547141
7.58,-1.653673367,-4.932949999,-1.274323156,58.84630813
7.584,-1.659177557,-5.000022352,-1.276567749,58.86551559
7.588,-1.664384652,-5.065650365,-1.278730622,58.83926584
7.592,-1.669301312,-5.130078637,-1.2807561,58.7962903
7.596,-1.673933876,-5.195497634,-1.282593184,58.77019954
7.6,-1.678286921,-5.259889564,-1.284228885,58.78969405
7.604,-1.682358931,-5.318544828,-1.285791114,58.86112002
7.608,-1.686150367,-5.364619413,-1.287337858,58.96520885
7.612,-1.689665918,-5.39656349,-1.288814156,58.99835349
7.616,-1.692908745,-5.432715455,-1.290201391,59.01807999
7.62,-1.695880809,-5.469722757,-1.291506464,59.07132091
7.624,-1.698583502,-5.5053197,-1.292743461,59.14517176
7.628,-1.70101812,-5.53768869,-1.293923248,59.21529857
7.632,-1.703186018,-5.565594912,-1.29505087,59.26576169
7.636,-1.705088633,-5.589161218,-1.296126804,59.28816644
7.64,-1.706727429,-5.608299541,-1.297148964,59.28882979
7.644,-1.708103807,-5.62290178,-1.298114274,59.2772263
7.648,-1.709219008,-5.632910581,-1.299019703,59.26329496
7.652,-1.710074051,-5.63787107,-1.299862762,59.25180288
7.656,-1.710669695,-5.638236306,-1.300641392,59.2496588
7.66,-1.711006406,-5.634811123,-1.301353626,59.26424006
7.664,-1.711084328,-5.626690551,-1.301997482,59.29703752
7.668,-1.710903319,-5.615319487,-1.302570761,59.34429218
7.672,-1.710463045,-5.662718631,-1.303071192,59.44976878
7.676,-1.709756797,-5.064410219,-1.303501016,58.92858503
7.68,-1.708770717,-4.707777574,-1.303857727,59.00399966
7.684,-1.707492564,-4.487573386,-1.30413063,59.33229613
7.688,-1.705914585,-4.436786209,-1.304309302,59.75783714
7.692,-1.704034828,-4.567422209,-1.30438771,60.19777227
7.696,-1.701857886,-4.8814945,-1.304363552,60.6017081
7.7,-1.699395238,-5.371893215,-1.304237218,60.91569955
7.704,-1.696662777,-5.735916893,-1.304013748,60.63857097
7.708,-1.693671377,-5.799067242,-1.303708289,60.11822863
7.712,-1.690424226,-5.798945902,-1.303330709,59.80057724
7.716,-1.686922164,-5.772493366,-1.302881024,59.64271504
7.72,-1.683164481,-5.734860462,-1.302359235,59.59815805
7.724,-1.679149466,-5.692258119,-1.30176731,59.63881428
7.728,-1.674874731,-5.646702495,-1.301107912,59.74450923
7.732,-1.670337404,-5.595599728,-1.300382948,59.83759192
7.736,-1.665534295,-5.539355958,-1.29959364,59.90680745
7.74,-1.660462095,-5.480432331,-1.298740627,59.97626139
7.744,-1.655117439,-5.418924624,-1.297823535,60.03788046
7.748,-1.649500602,-5.585521466,-1.296838033,60.2134095
7.752,-1.643617281,-5.811744796,-1.295781991,60.24411742
7.756,-1.637475376,-6.056500153,-1.294657707,60.15161102
7.76,-1.631083963,-6.306667984,-1.293467371,59.97723753
7.764,-1.624452783,-6.557595361,-1.292211803,59.75190358
7.768,-1.617591948,-6.807371577,-1.290890991,59.49696734
7.772,-1.610511749,-7.055134428,-1.289504849,59.22654759
7.776,-1.603222551,-7.300458115,-1.288053679,58.94924978
7.78,-1.595734749,-7.543251849,-1.286538421,58.66924947
7.784,-1.588058743,-7.783593315,-1.28496081,58.38877317
7.788,-1.580204942,-8.021553106,-1.283323459,58.10885305
7.792,-1.572183765,-8.25717735,-1.281629882,57.82962809
7.796,-1.564005651,-8.490499687,-1.279884444,57.55055358
7.8,-1.555681078,-8.721541203,-1.278092188,57.27059209
7.804,-1.547220588,-8.950313377,-1.276258573,56.98840598
7.808,-1.538634819,-9.176812425,-1.274389155,56.7025602
7.812,-1.529934531,-9.401008244,-1.272489288,56.41177707
7.816,-1.521130637,-9.622970371,-1.270563876,56.11482473
7.82,-1.512234221,-9.842716915,-1.268617221,55.8112437
7.824,-1.503256559,-10.06026876,-1.266652983,55.50075083
7.828,-1.494209117,-10.27573267,-1.264674246,55.18427917
7.832,-1.485103565,-10.48916158,-1.262683639,54.86291562
7.836,-1.475951769,-10.70065324,-1.26068349,54.53744834
7.84,-1.466765792,-10.91033189,-1.258675991,54.20868585
7.844,-1.457557896,-11.11834583,-1.256663327,53.87734671
7.848,-1.448340539,-11.32486547,-1.254647763,53.54394179
7.852,-1.439126386,-11.53007147,-1.252631678,53.20833871
7.856,-1.429928314,-11.73415592,-1.250617558,52.87033199
7.86,-1.420759425,-11.93728885,-1.248607985,52.52950316
7.864,-1.411633061,-12.13964898,-1.246605613,52.18467942
7.868,-1.402562821,-12.34143731,-1.244613144,51.8350235
7.872,-1.393562575,-12.54283496,-1.242633324,51.47989831
7.876,-1.384646473,-12.74400554,-1.240668962,51.11892233
7.88,-1.375828948,-12.94509754,-1.238722973,50.75197145
7.884,-1.367124723,-13.14624921,-1.236798407,50.37913192
7.888,-1.358548802,-13.34759471,-1.234898472,50.00062286
7.892,-1.350116476,-13.54927129,-1.233026528,49.61671118
7.896,-1.341843315,-13.75112271,-1.231186045,49.22713285
7.9,-1.333745165,-13.95241437,-1.229380554,48.83053272
7.904,-1.325838146,-14.15501612,-1.227613576,48.42972424
7.908,-1.318138652,-14.35919989,-1.225888553,48.02500235
7.912,-1.310663341,-14.56521119,-1.224208775,47.61647571
7.916,-1.303429128,-14.77329105,-1.222577351,47.20425062
7.92,-1.296453178,-14.98367988,-1.220997203,46.78848785
7.924,-1.289752885,-15.19663824,-1.21947109,46.37155293
7.928,-1.283345837,-15.41146271,-1.218001633,45.95764152
7.932,-1.277249804,-15.62762391,-1.216591379,45.53197665
7.936,-1.271482734,-15.84665807,-1.215242906,45.1024871
7.94,-1.265735821,0.844092391,-1.214211134,30.99251549
7.944,-1.259639862,1.176792073,-1.213340055,35.82576138
7.948,-1.253167217,1.291975665,-1.212308671,38.18806231
7.952,-1.246292693,1.349901665,-1.211189675,39.57299626
7.956,-1.238995058,1.541893477,-1.210073167,40.53106788
7.96,-1.231247216,2.423563812,-1.209014611,40.64707066
7.964,-1.223013265,3.432265818,-1.208029113,40.4212188
7.968,-1.214253378,4.529126744,-1.20712181,39.93567673
7.972,-1.205524811,5.737242534,-1.206355964,39.21901671
7.976,-1.202290302,7.041056001,-1.205500398,38.32348348
7.98,-1.201926008,8.338126928,-1.204512345,37.22829796
7.984,-1.201805638,5.582002494,-1.203409007,36.6677503
7.988,-1.201296758,3.432153784,-1.202211356,34.77422077
7.992,-1.200267153,3.10878992,-1.200978798,32.8518062
7.996,-1.198743243,3.597617011,-1.199756852,31.39246521
8,-1.196849132,4.510999266,-1.198561422,30.24868742
8.004,-1.194746106,5.674363293,-1.197385262,29.2689152
8.008,-1.192806029,6.888231901,-1.196199373,28.39136554
8.012,-1.191335914,8.09009175,-1.194972838,27.51804427
8.016,-1.190083047,9.102215768,-1.19370628,26.62677591
8.02,-1.188869633,9.778561251,-1.192406928,25.8878037
8.024,-1.187627995,10.5694193,-1.191084771,25.17758009
8.028,-1.186364662,11.48828875,-1.189750095,24.50111634
8.032,-1.18510664,12.47366275,-1.188409264,23.84624849
8.036,-1.183875498,13.47931169,-1.187064245,23.17402342
8.04,-1.182683577,14.48499115,-1.18571402,22.45253927
8.044,-1.181535731,15.47722379,-1.184356349,21.67572252
8.048,-1.180431871,16.45116287,-1.182988968,20.84939243
8.052,-1.179369048,17.40697977,-1.18161002,19.98625028
8.056,-1.178341714,18.34830358,-1.180241487,19.09905935
8.06,-1.177335914,19.27339365,-1.17905248,18.20700661
8.064,-1.176342043,20.15009243,-1.178090534,17.34493782
8.068,-1.175364576,20.93246147,-1.177204481,16.47251644
8.072,-1.174408163,21.61059687,-1.176328881,15.62679758
8.076,-1.173475451,22.19616281,-1.175455021,14.92618504
8.08,-1.172567272,22.72976771,-1.174589115,14.33961724
8.084,-1.171683199,23.24131087,-1.173734878,13.81808957
8.088,-1.170822508,23.75115453,-1.172891318,13.32576025
8.092,-1.16998475,24.26856083,-1.172055766,12.8466662
8.096,-1.169169583,24.80550821,-1.171226841,12.36614487
8.1,-1.168376351,25.37330247,-1.170405642,11.86991262
8.104,-1.167603907,25.98101099,-1.16959533,11.34391271
8.108,-1.166850855,26.63674346,-1.168799834,10.77324267
8.112,-1.166115817,27.33157982,-1.168022652,10.15976391
8.116,-1.165396909,28.07290458,-1.167274921,9.4868558
8.12,-1.164691754,28.84914867,-1.16657535,8.763324778
8.124,-1.16399879,29.65663656,-1.165935302,7.98539977
8.128,-1.163318092,30.48419964,-1.165348329,7.157456845
8.132,-1.162651518,31.31053246,-1.164789202,6.303943553
8.136,-1.162001481,32.12835195,-1.164230709,5.453519778
8.14,-1.161370032,32.95655201,-1.163655716,4.599034877
8.144,-1.160758414,33.75448584,-1.163057073,3.79298613
8.148,-1.160166825,34.5006193,-1.162434851,3.06220311
8.152,-1.159594908,35.10819401,-1.161792464,2.494983271
8.156,-1.159042055,35.67227406,-1.161133836,1.988755528
8.16,-1.158507948,36.16817658,-1.16046182,1.545014964
8.164,-1.15799465,36.64134132,-1.159804357,1.144823094
8.168,-1.157507529,36.75754556,-1.159156194,1.147857401
8.172,-1.157045839,36.8744856,-1.1585098,1.151820106
8.176,-1.156599749,36.97764439,-1.157932605,1.157707281
8.18,-1.156165136,37.14512008,-1.157398854,1.163040352
8.184,-1.155741084,37.26516066,-1.15689671,1.167703999
8.188,-1.154959787,55.56591344,-1.156773274,-18.21337087
8.192,-1.154050134,47.16095124,-1.1572619,-19.93693176
8.196,-1.153469312,40.08442741,-1.158393151,-19.87342632
8.2,-1.153184015,37.26250048,-1.160225985,-20.89273953
8.204,-1.153056992,34.29208128,-1.162805539,-20.88904752
8.208,-1.153059921,31.90052283,-1.166150508,-20.68409452
8.212,-1.153292766,30.24689904,-1.170252684,-20.25024586
8.216,-1.153793816,29.09193112,-1.175085548,-19.54916611
8.22,-1.154551152,28.34109382,-1.180604113,-18.58299694
8.224,-1.155534626,27.97611083,-1.186747016,-17.50117297
8.228,-1.156732954,29.23741646,-1.193443053,-16.85515154
8.232,-1.158148254,31.02762651,-1.200629203,-16.34305957
8.236,-1.159717121,32.47538563,-1.208262081,-15.94564034
8.24,-1.161386066,33.59120634,-1.216306287,-15.60170089
8.244,-1.16311729,34.70290832,-1.224730488,-15.29829801
8.248,-1.164894516,35.8027761,-1.233505486,-15.02411386
8.252,-1.166715945,36.8148954,-1.242603148,-14.76416923
8.256,-1.168586449,37.76814106,-1.251996075,-14.51148633
8.26,-1.170512027,38.66440624,-1.26165772,-14.26248726
8.264,-1.172495861,39.50271346,-1.271562485,-14.01551065
8.268,-1.174536655,40.28509584,-1.281685789,-13.76994661
8.272,-1.17662858,41.01448533,-1.29200409,-13.5255311
8.276,-1.178762077,41.69784695,-1.302494867,-13.2822423
8.28,-1.180924915,42.34635254,-1.313136581,-13.04019488
8.284,-1.183103163,42.96961837,-1.323908587,-12.79911357
8.288,-1.185281943,43.57932335,-1.334791027,-12.55847156
8.292,-1.18744586,44.1849606,-1.345764708,-12.31720601
8.296,-1.189579156,44.8010342,-1.356811002,-12.07501166
8.3,-1.191665759,45.42647854,-1.367911781,-11.83115259
8.304,-1.193701657,46.06324791,-1.379048855,-11.58561642
8.308,-1.195970615,46.72015168,-1.390192241,-11.33895905
8.312,-1.198705951,47.40238126,-1.401313273,-11.09174029
8.316,-1.201716268,47.94992359,-1.412401228,-10.83006387
8.32,-1.204783179,48.37080599,-1.423449614,-10.56775919
8.324,-1.207895185,48.77289653,-1.434444309,-10.34837999
8.328,-1.211151466,49.09369994,-1.445367637,-10.13632726
8.332,-1.214527231,49.33673445,-1.456208724,-9.921761286
8.336,-1.217881993,49.48576499,-1.466962973,-9.708914923
8.34,-1.221079955,49.65229626,-1.477626142,-9.503717798
8.344,-1.2240566,49.92831077,-1.488191124,-9.298143963
8.348,-1.226806197,50.34270389,-1.498647702,-9.083025416
8.352,-1.229490083,50.88410729,-1.508978261,-8.849919019
8.356,-1.232145176,51.50186318,-1.519168907,-8.594487807
8.36,-1.234745797,52.09755372,-1.52920759,-8.306645702
8.364,-1.237451203,52.75807205,-1.539072929,-8.023120272
8.368,-1.240185376,53.44475386,-1.548752892,-7.717037351
8.372,-1.242923405,54.02914837,-1.558234169,-7.423011236
8.376,-1.245672359,54.55018823,-1.567502736,-7.128120693
8.38,-1.248436567,54.99457268,-1.576545169,-6.831204769
8.384,-1.25120707,55.35308579,-1.585349288,-6.532921684
8.388,-1.253965698,55.65374204,-1.593903999,-6.233825412
8.392,-1.256693052,55.93631695,-1.602198738,-5.934020804
8.396,-1.259374057,56.23762959,-1.610222973,-5.633121208
8.4,-1.261999655,56.57988542,-1.617965887,-5.33033642
8.404,-1.264565902,56.99436659,-1.62541621,-5.025411272
8.408,-1.267070156,57.51284997,-1.632564721,-4.865728841
8.412,-1.269511116,58.03618427,-1.63940769,-4.874379425
8.416,-1.271891303,58.40755643,-1.645945571,-4.917061235
8.42,-1.27421255,58.63026948,-1.65218056,-4.97152648
8.424,-1.276473361,58.74525757,-1.658115933,-5.028965695
8.428,-1.278686813,58.78137545,-1.66375492,-5.085713058
8.432,-1.28085385,58.77395691,-1.66910141,-5.139709566
8.436,-1.282944704,58.73757887,-1.674160411,-5.191354109
8.44,-1.284898942,58.68868219,-1.678938207,-5.241391854
8.444,-1.286663049,58.66247496,-1.683440627,-5.29282278
8.448,-1.288218463,58.68950184,-1.687671836,-5.343767636
8.452,-1.289685794,58.77283013,-1.691630012,-5.389009504
8.456,-1.291152047,58.89305587,-1.695313872,-5.420934598
8.46,-1.292556711,58.9522098,-1.698727652,-5.440713415
8.464,-1.29387428,58.97745884,-1.701874183,-5.462657751
8.468,-1.295109755,59.037596,-1.704754934,-5.486140052
8.472,-1.296277713,59.12211582,-1.707370726,-5.50877023
8.476,-1.297389882,59.2045912,-1.70972227,-5.528488782
8.48,-1.298451699,59.26697253,-1.711810373,-5.544055305
8.484,-1.299463512,59.30044762,-1.713635949,-5.555388653
8.488,-1.300422844,59.30997776,-1.715199969,-5.562513113
8.492,-1.301326192,59.30589493,-1.716503356,-5.565343482
8.496,-1.30217017,59.29891202,-1.717546891,-5.563811568
8.5,-1.302952049,59.29345445,-1.718331135,-5.557341087
8.504,-1.303669587,59.29906587,-1.71885639,-5.546780436
8.508,-1.304320755,59.32177981,-1.719122651,-5.531472337
8.512,-1.304903605,59.36223213,-1.719129593,-5.511805151
8.516,-1.305415959,59.415673,-1.718876642,-5.489484376
8.52,-1.305856173,59.38320895,-1.718362201,-5.410324065
8.524,-1.306227146,59.08166552,-1.717577228,-4.885382539
8.528,-1.306523607,59.26072102,-1.716506696,-4.537409688
8.532,-1.306732425,59.62619526,-1.715138815,-4.337107089
8.536,-1.306843769,60.05053969,-1.713466767,-4.311025349
8.54,-1.306852499,60.4682155,-1.711489842,-4.465843618
8.544,-1.306756772,60.8310807,-1.70921408,-4.8041842
8.548,-1.306557097,61.00015399,-1.706652547,-5.313375902
8.552,-1.306262056,60.56088746,-1.703820232,-5.532669103
8.556,-1.305885725,60.08368129,-1.700725716,-5.573307626
8.56,-1.30543463,59.81131215,-1.6973714,-5.559902816
8.564,-1.304908534,59.69950434,-1.693757434,-5.525550604
8.568,-1.30430812,59.69582692,-1.689882495,-5.480269713
8.572,-1.303635836,59.77780507,-1.685744293,-5.430512904
8.576,-1.302894399,59.89245026,-1.681339879,-5.376082055
8.58,-1.302085872,59.96104774,-1.676665851,-5.314518414
8.584,-1.30121179,60.04131581,-1.671718593,-5.25041669
8.588,-1.300272559,60.11573347,-1.666494429,-5.183619076
